qd1,qd2,phrase1,phrase2,label
46645,46646,get trail straighten last dog nigger bottom men rid along edge go good,thing nt toss wastebasket david say remember discipline sip whiskey perrier,0
46647,46648,grandfather colonel sutpen go dog nigger sutpen afraid nigger might catch architect could reach,go see lawyer paris,0
46649,46650,grandfather walk good deal send one nigger lead horse around bad place could ride,ask,0
46651,46652,grandfather say fine weather trail lay pretty good sutpen say would fine architect wait october november,business,0
46653,46654,told grandfather something,usually see lawyer,0
46655,46656,sutpen trouble innocence,nt lawyer nt mean everyone else nt see lawyer,0
46657,46658,sudden discover want whether want knew could never live rest life never live men woman die make left inside pas dead one wait watch see go right fix thing right would able look face old dead one living one would come would one dead,want lawyer anything,0
46659,46660,moment discover found last thing world equip know would even know exist want need almost fourteen year old,david say,0
46661,46662,born west virginia west virginia shreve,fuck lawyer,0
46663,46664,quentin say,plenty money,0
46665,46666,twentyfive year old mississippi born,quite right money,0
46667,46668,live land belong anybody everybody man would go trouble work fence piece say mine crazy object nobody everybody strong enough energetic enough take keep crazy man would go trouble take even want could eat swap powder whiskey,really david,0
46669,46670,hardly heard world fell,nt story worth lot,0
46671,46672,fell whole family return coast first sutpen come ship old bailey reach jamestown probably tumble head heel back tidewater sheer altitude elevation gravity whatever slight hold family mountain broken,bother terribly know responsibility,0
46673,46674,say something grandfather mother die time pap say fine weary woman would miss something wife get father even far west,find exactly,0
46675,46676,whole passel father grown daughter one could nt even walk yet slid back mountain skate kind accelerate sloven inert coherence like useless collection flotsam flood river move perverse automotivation inanimate object sometimes show backward current stream across virginia plateau slack lowland mouth james river,exactly,0
46677,46678,nt know move nt remember reason ever knew optimism hope father breast nostalgia since nt know father come whether country return even father knew remember want remember find,propose,0
46679,46680,nt know whether somebody traveler told easy place time escape hardship get food keep warm mountain way perhaps somebody father knew knew father remember happen think someone kin try forget could nt quite sent obeyed go promise job ease faith perhaps blood kinship evade labor kinship inertia whatever god watch far,value determine twice paid bank,0
46681,46682,demon shreve say one morning father rise told old girl pack food somebody wrap baby somebody else threw water fire walk mountain road exist,sound generous david say,0
46683,46684,lopsided twowheeled cart two spavined ox,always generous,0
46685,46686,told grandfather remember father get,want david possible worth financially much would appraise,0
46687,46688,ten two old boy left home time heard since,appraises thing,0
46689,46690,drove ox since almost soon get cart father begin practice accomplish part translation devote motion flat back cart oblivious among quilt lantern well bucket bundle clothing child snore alcohol,must people,0
46691,46692,told,people appraise everything,0
46693,46694,nt remember week month year travel except one old girl left cabin unmarried still unmarried finally stop though become mother lose last blue mountain range,sort people,0
46695,46696,nt remember whether winter spring summer overtook pass road whether overtook pass slow succession season descend whether descent progress parallel time descend perpendicularly temperature could nt call period remember told grandfather nt either definite begin definite end,would nt know david,0
46697,46698,way get,imagine people editor atlantic monthly harper la nouvelle revue francaise,0
46699,46700,learn difference white men black one learn difference white men white men measure lift anvil gouge eye much whiskey could drink get walk room,go david say,0
46701,46702,begin discern without aware yet,feel right,0
46703,46704,still thought matter spawn whether lucky lucky lucky one would even slow loather unlucky take advantage credit feel give anything luck still thought would feel anything tender toward unlucky unlucky would ever need feel toward,except fact feel probably great wrong must try set right feel well catherine say,0
46705,46706,find later,one reason go paris,0
46707,46708,remember found second discover innocence,nt want tell,0
46709,46710,second moment long get moment must realize believe last longer travel move go still last fashion settle road remember one time gradual difference comfort presence absence shoe warm clothing occur one place cowshed sister baby born told grandfather could remember conceive,let discus casualty david say,0
46711,46712,stop last,want go train,0
46713,46714,nt know,want go bug,0
46715,46716,time first day week month woodsman instinct acquire environment grow maybe bequeath two brother vanished one far west mississippi river one instinct bequeath along wornout buckskin garment left cabin depart last time good sharpen boy practice small game orient could say found way back mountain cabin time,right,0
46717,46718,past behind moment last could say exactly born,go bug,0
