qd1,qd2,phrase1,phrase2,label
44211,44212,men slept match glass roof even come call sutpen without formal mister watch pas along street holston house single formal gesture hat go enter mr coldfield store,see catherine,0
44213,44214,one day quit jefferson second time mr compson told quentin,go somewhere girl say,0
44215,44216,town accustom,say tell back,0
44217,44218,nevertheless position subtly change see town reaction second return,suddenly unreal,0
44219,44220,come back time sense public enemy,nt know go,0
44221,44222,perhaps brought back time material brought back time compare simple wagonload wild nigger brought back,girl say,0
44223,44224,nt think,go bike,0
44225,44226,think little involve sheer value chandelier mahogany rug,god david say,0
44227,44228,think affront born town realization get involve whatever felony produce mahogany crystal force town compound,nt ridden bike since bought bug,0
44229,44230,heretofore sunday come church misuse injured anybody old ikkemotubbe get matter conscience uncle sam god,say,0
44231,44232,position change three month depart four wagon left jefferson go river meet know mr coldfield man hire dispatch,take,0
44233,44234,big wagon drawn ox return town look knew matter might contain mr coldfield could mortgage everything enough fill doubtless time men woman even picture absence handkerchief face two pistol barrel glint beneath candelabra steamboat saloon even bad something perform lurk dark muddy land knife behind,good morning,0
44235,44236,saw pas roan horse beside four wagon seem even one eat food shot game even call sutpen without mister nt accost,nt know,0
44237,44238,wait report rumor come back town somewhat tame negro instal window door spit pot kitchen crystal chandelier parlor furniture curtain rug akers blunder onto mudcouched negro five year ago come little wildeyed considerably slackmouthed holston house bar one even say boy time stole whole durn steamboat,know tomorrow,0
44239,44240,last civic virtue come boil,eat breakfast,0
44241,44242,one day sheriff county among party eight ten take road sutpen hundred,nt know,0
44243,44244,go way six mile town met sutpen,late,0
44245,44246,rid roan horse frock coat beaver hat knew leg wrap piece tarpaulin portmanteau pommel carry small woven basket arm,wish would,0
44247,44248,stop roan april road still quagmire sat splash tarpaulin look one face next grandfather say eye look like piece broken plate beard strong currycomb,go get clean told,0
44249,44250,put strong currycomb,take shower shave catherine come,0
44251,44252,good morning gentleman say,wear old grau du roi shirt short linen slack chopped knee hot shirt wet,0
44253,44254,look,wonderful say,0
44255,44256,doubtless something transpire time though none vigilance committee ever told know,forgotten upper thigh climb,0
44257,44258,ever heard town men gallery holston house saw sutpen committee ride onto square together sutpen little front others bunch behind leg foot wrap neatly tarpaulin shoulder square inside worn broadcloth coat worn brush beaver cocked little talk shoulder eye hard pale reckless probably quizzical maybe contemptuous even,ride far devil,0
44259,44260,pull door negro hostler ducked take roan head sutpen get portmanteau basket mount step heard turn kind look huddle horse know exactly,six kilometer say,0
44261,44262,might good thing beard could see mouth,nothing forgotten côtes,0
44263,44264,turn look men sit foot rail watch men use come place sleep floor hunt salute florid swagger gesture hat yes underbred,awfully hot ride unless go early morning david say,0
44265,44266,show like always grandfather say formal contact people,glad start though,0
44267,44268,like john l sullivan taught painfully tediously schottische drill drill secret believe longer necessary count music beat say,shower come say see dark together,0
44269,44270,may believe grandfather judge benbow might little effortlessly would believe anyone could beat know,way plan,0
44271,44272,besides face power lay grandfather say anyone could look say give occasion need man anything,darker,0
44273,44274,go house command chamber,much,0
44275,44276,sat horse wait,terribly dark,0
44277,44278,suppose knew would come time suppose sat thought two pistol,look u together,0
44279,44280,still warrant see public opinion acute state indigestion horseman rode square become aware situation quite posse wait walk onto gallery,look stand touch long mirror door,0
44281,44282,wore new hat new broadcloth coat knew portmanteau contain,oh like u say,0
44283,44284,even knew basket contain either,nice,0
44285,44286,doubtless time merely puzzle ever see busy speculate planning use mr coldfield since return completely outrage belief saw result even mean still enigma remember miss ellen,touch see,0
44287,44288,stop doubtless look face face doubtless memorize new face without haste still beard hide whatever mouth might show,stood straight put hand breast,0
44289,44290,seem say nothing time,put one tight shirt tell think thing say,0
44291,44292,descend step walk across square committee grandfather say grown almost fifty move follow across square,nt funny hair nt color wet,0
44293,44294,say even look back,pale seaweed,0
44295,44296,walk erect new hat cocked carry hand must seem final gratuitous insult committee rid along street beside quite parallel others happen horse moment join follow committee road lady child woman slave come door window home pass watch go grim tableau sutpen still without look back enter mr coldfield gate strode brick walk door carry newspaper cornucopia flower,take comb combed hair straight back look though come sea,0
44297,44298,wait,go wear mine way say,0
44299,44300,crowd grow fast men boy even negro adjacent house clot behind eight original member committee sat watch mr coldfield door emerge,like grau du roi spring,0
44301,44302,good longer carry flower return gate engage married,like across forehead,0
44303,44304,know soon reach gate arrest,tire,0
44305,44306,take back town lady child house nigger watch behind curtain behind shrubbery yard corner house kitchen doubtless food already begin scorch back square rest ablebodied men left office store follow reach courthouse sutpen large follow actually runaway slave,like,0
44307,44308,arraign justice time grandfather mr coldfield get,think could go town breakfast cafe,0
44309,44310,sign bond late afternoon return home mr coldfield walk along street forenoon doubtless face watch behind window curtain betrothal supper wine table whiskey,nt breakfast,0
44311,44312,none three passage day street bearing unhurried stride new frock coat swung angle new hat eye beard,want wait,0
44313,44314,grandfather say faience appearance flesh face come town five year ago go face honest sunburn,right say,0
